username,created_at,full_text
rangerijo0000,Wed Apr 02 04:20:22 +0000 2025,@herricahyadi Kabur dari negara asal karena tau negara asal ga lebih baik #KaburAjaDulu ga sih ini. woakakakkadkwke
YRachmania,Wed Apr 02 04:00:56 +0000 2025,Ambil bwangggggg kapan lagi #KaburAjaDulu difasilitasi didukung sama negara asingnya langsung
masnibudhi,Wed Apr 02 03:52:38 +0000 2025,Mas Sugianto ngga sengaja berhasil ikut #KaburAjaDulu
sluccyshit,Wed Apr 02 03:44:05 +0000 2025,@ardisatriawan Org Indo udh #KaburAjaDulu dgn pindah kewarganegaraan pun tp ttp dikejar parcok. Lama2 rakyat kyak dijadiin napi sm negara sendiri wkwkw
bhayubisma,Wed Apr 02 03:43:54 +0000 2025,Sbg profesional IT yg slalu gaul sm org2 bajingan tolol para oligarki dan pejabat2 negeri ini di bbrp bulan ini bhkan sblm ad #KaburAjaDulu gw slalu ngomong &amp; jelasin k smua sodara temen dan sppun yg msh kuliah dan pnya potensi utk #KaburAjaDulu utk lakuin #KaburAjaDulu.
pinkypiegurl,Wed Apr 02 03:43:02 +0000 2025,FR obrolan keluarga taun ini topiknya #kaburajadulu prabowo MBG parcok &amp; parjo seneng bgt keluargaku sangat aware sama situasi negara ini
444Tuliph,Wed Apr 02 03:32:19 +0000 2025,Alasan perempuan #KaburAjaDulu :
crystalcorn_,Wed Apr 02 03:23:17 +0000 2025,rasanya pengen #kaburajadulu dan ga balik lagi
cilalaaalagi,Wed Apr 02 03:19:52 +0000 2025,@Talktopapasub raja yg satu ini hrus dihadapi dan diyakinkan sblm #kaburajadulu ke LN lapo ke batu
6inkponyclub,Wed Apr 02 03:17:00 +0000 2025,@gttarisk biar bisa kaburajadulu bangjo
raeynglish,Wed Apr 02 02:54:11 +0000 2025, Kuliah jurusan apa? Sastra inggris tante Oh kalau udah lulus #kaburajadulu 
tonspoutnik,Wed Apr 02 02:48:07 +0000 2025,Cars terkeren untuk #KaburAjaDulu
fadjroeL,Tue Apr 01 22:30:49 +0000 2025,Tak perlu #KaburAjaDulu tapi AYO KULIAH S1 S2 S3 di @Kazakhstan dengan BEA SISWA Pemerintah Kazakhstan. Informasi HUBUNGI @PPI_Kazakhstan &amp; @nursultan_kbri ~ #DubesRIKazakhstanTajikistan #BungFADJROEL #IniDiplomasi @Kemlu_RI @MFA_KZ https://t.co/vKzUsbt64k
IhsanRizki_48,Tue Apr 01 22:25:43 +0000 2025,@tang__kira Dapet visa F-2 coyy #KaburAjaDulu udah di depan mata 
sneakygambit,Tue Apr 01 21:59:32 +0000 2025,YES TAKE THEM KING #KaburAjaDulu gpp jg kl selamanya
daehypeelS_,Tue Apr 01 21:58:13 +0000 2025,@tang__kira jadi teman-teman berbuat baik itu akan selalu diakui dan dibalas juga dengan kebaikan. Hanya saja bukan di Indonesia makanya #KaburAjaDulu
amorenaiy,Tue Apr 01 21:31:42 +0000 2025,hastag #kaburajadulu masi diterapin kan ya
Polusi_udara78,Tue Apr 01 20:42:39 +0000 2025,#Asean #Smog #trending #southeastAsia #BakarSampah #KaburAjaDulu #IndonesiaGelap🇮🇩 #AirPollution @infoBMKG @dinaslhdki @DKIJakarta @LBH_Jakarta @pramonoanung 3:42 am jk ingin polusi udara pagi hari jakarta seindah divideo ini. Disaat subuh lah kuncinya subuh wajib rendah polusi https://t.co/9NmJ1wgKhr
madmax297,Tue Apr 01 19:44:13 +0000 2025,Tolong itu pemerintah kalo bisa sekalian ajak keluarganya Sugianto ke sana buat hidup. Di sini rangorang pgn #KaburAjaDulu udh dipersulit biarkan mereka hidup dgn tenang blio TKI dan TKI dimata pemerintah &amp; imigrasi itu diremehin bgt kalo balik kesini 
AdirfanYn,Tue Apr 01 19:43:28 +0000 2025,@idextratime Senasib sama Indo ini mah #KaburAjaDulu
v_vyrsha,Tue Apr 01 19:37:03 +0000 2025,@tang__kira Mana menteri jelek yg kmrn gausah #KaburAjaDulu krn bla bla bla? Pak Sugianto buktikan bahlul kemakan omongannya ndiri!!! RUNNNNN AS FASTVAS YOU CAN PAAAKKK!!! YOU DESERVE IT
Eaststar30,Tue Apr 01 19:22:44 +0000 2025,@ummaiiii iya tim #kaburajadulu
meilodys,Tue Apr 01 19:18:55 +0000 2025,Beneran mau KaburAjaDulu see yaa in another life.
AaronDVankov,Tue Apr 01 19:01:24 +0000 2025, KaburAjaDulu 
EAST_ST4R,Tue Apr 01 16:29:50 +0000 2025,@tang__kira Tatkala tak ada para pejabat di Wakanda yang jadi pahlawan tapi mas Sugianto memilih dan memutuskan untuk jadi pahlawan kemanusiaan. Pesan saya #KaburAjaDulu karena anda tidak akan dihargai para pejabat. Pejabat² Wakanda bisanya membunuh rakyatnya. Coba tanya @habiburokhman
ndailytmi,Tue Apr 01 16:16:18 +0000 2025,tante aku td pundungg ngerasa diprank am akuu maaf ya tannn wkwkwk lagian nanyanya bukan trs nnt mau kerja dmn? malah tertarik kaburajadulu ga? ya aku jawabbb padahal udh dikodein mau bgt tp aku udh terikat euy tan jd sulit tp doi ga ngeh :(
PeerlessMusashi,Tue Apr 01 16:13:13 +0000 2025,Akhir-akhir ini beneran real #KaburAjaDulu semakin rame disemua medsos gue gatau kalo Tiktok soalnya gak main. Gua sendiri udah berniat pergi sebenernya dari tahun lalu. Niatnya mau ke Thailand/Malaysia.
rreadresistance,Tue Apr 01 16:01:18 +0000 2025,dengan nyaman prabowo #KaburAjaDulu ke yordania https://t.co/UvOVwCxZ2O
vicracy,Tue Apr 01 15:59:17 +0000 2025,@worksfess #KaburAjaDulu sisanya pikir belakangan wkwk. siapatau nanti disana dapet pencerahan next stepnya mau ngapain tapi gw sih yakin lo sekarang setidaknya punya setitik bayangan setelah disana next stepnya bakal ngapain
grahadeden,Tue Apr 01 15:47:41 +0000 2025,Status warga GMS saiki #kaburajadulu alias buanjer lorrrrr
sinarjaya__,Tue Apr 01 15:45:35 +0000 2025,good pointnya keluarga w bisa nyusul dan ikut stay di sana. simulasi #KaburAjaDulu
Istanyoucapt_,Tue Apr 01 15:43:49 +0000 2025,kaburajadulu yg tidak disengaja udah bisa bawa anak istri sih angkut aja gaksie asal gaji stabil huhuhu btw sehat sehat masnyaaa
baishenglu,Tue Apr 01 15:33:45 +0000 2025,Bjir bisa #.kaburajadulu
dairxy,Tue Apr 01 15:30:29 +0000 2025,Segenap warga indonesia mendukung bapaknya untuk #kaburajadulu
tyhon9,Tue Apr 01 15:18:40 +0000 2025,apa yg terjadi jika ada 25% WNI yg #KaburAjaDulu ?
maxiversee,Tue Apr 01 15:17:39 +0000 2025,Dari pada ditanyain tapi lebih disarankan hari ini disarankan apa? Yuk kerja ke aus aja katanya #kaburajadulu 
Allebbellaa,Tue Apr 01 15:06:05 +0000 2025,Geng #kaburajadulu tech IT guy di Kroya yg petantang petenteng akhirnya sudah tidak bisa tengil lg krn kalah dengan jasa Sugianto 
sky_moonight,Tue Apr 01 15:05:15 +0000 2025,dia berhasil #kaburajadulu 
bella_nyo,Tue Apr 01 15:03:12 +0000 2025,@rochmey_angel #KaburAjaDulu ke solo gitu tan
Queenskisser,Tue Apr 01 14:50:24 +0000 2025,njayy gue kalau jadi om ni bakal milih dan menerapkan #kaburajadulu dari pada tinggal di negara super bobrok amburadul menuju indon cemas ni wkwk
danphungi_,Tue Apr 01 14:49:47 +0000 2025,Ternyata dikasih kesempatan buat #kaburajadulu 
berlianidris,Tue Apr 01 14:48:48 +0000 2025,Saatnya keluarga juga ikut ke Korea Pak. #KaburAjaDulu
dhiodhaha,Tue Apr 01 14:45:26 +0000 2025,@ekawicaksana @lynxluna Kalau KAD yg dimaksud adalah KaburAjaDulu udah ada mas om didit kebetulan aktif juga di sana 
iwaooi,Tue Apr 01 14:42:05 +0000 2025,kita sukseskan bian kaburajadulu wkwkw sayang bgt org selucu ini ga jadi idol
dimasfachrudin,Tue Apr 01 14:41:42 +0000 2025,#KaburAjaDulu jalur pahlawan 
anggidsgn,Tue Apr 01 14:39:25 +0000 2025,@dadimdum Nothing bad all good! Tapi sambil carii company yang mau kasih support kaburajadulu hahaa
mnaufaldillah,Tue Apr 01 14:39:08 +0000 2025,@ZoneVenomWar Ayo buat program kaburajadulu yg disubsidi pemerintah pangsa pasarnya ada dan besar
aascorbicacid,Tue Apr 01 14:38:25 +0000 2025,@theluckiestboy nanti gabisa #kaburajadulu kak
Soulroid,Tue Apr 01 14:34:34 +0000 2025,@Quaerencyia Cemburu saya yang berhasil kaburajadulu.
etheerealsjy,Tue Apr 01 14:33:42 +0000 2025,gmn ya gw mau #kaburajadulu tp ga diijinin nyokap karna takut (amit2) jadi kaya yg di kamboja
stalinecomrade,Tue Apr 01 14:30:12 +0000 2025,Lebaran moment when sepupu2 pada gede - ada yg masih masuk - ada yg gak libur - topik obrolan: perusahaan2 ternama - cara invest - sambat relationship - sambat pemerentah - sibuk nyari part time - hapean mulu - beasiswa spy bisa kaburajadulu - tidur alias males keluar kamar
afternndeIight,Tue Apr 01 14:28:38 +0000 2025,@tanyarlfes GUYSSSS AYO PLEASEEE VOTE BIANUAR BUAT KABURAJADULU ALIAS BIARIN DIA DEBUT DI THAILAND ini mah tolonggg banget
seungnia,Tue Apr 01 14:24:47 +0000 2025,Gak nonton Chuang. Cuma dukung #KaburAjaDulu semangat Bianura. https://t.co/CCeyepO08R
delairelle,Tue Apr 01 14:23:35 +0000 2025,Alhamdulillah pak gausa balik anak istri diboyong pak #KaburAjaDulu
eaJPrik,Tue Apr 01 14:21:21 +0000 2025,@tang__kira Sugianto-nim dpt golden ticket buat #kaburajadulu 
setyodiwantoro,Tue Apr 01 14:19:14 +0000 2025,#KaburAjaDulu jalur prestasi.
yvndvrlylstdrwx,Tue Apr 01 14:07:25 +0000 2025,Puji Tuhan dah dpt ijin klo misal jadi kaburajadulu wkwkwkwkwkwkwkw
mluthfi_id,Tue Apr 01 14:00:08 +0000 2025,@herricahyadi Apakah #kaburajadulu menjadi oke ke negeri eropa?
semangkalucu,Tue Apr 01 13:54:57 +0000 2025,@tang__kira mantaplah waktunya kaburajadulu permanen
jonginursidae,Tue Apr 01 13:48:54 +0000 2025,happy for you pak langsung gas ikutan #kaburajadulu 
user1649213409,Tue Apr 01 13:47:47 +0000 2025,Dan yap gw resmi kerja di Cube Asia. #KaburAjaDulu https://t.co/aKyvwEJNXj
ternyatakucing,Tue Apr 01 13:47:20 +0000 2025,@tang__kira Biarpun belum sampe ke tahap citizenship tapi sebagai penganut kaburajadulu aku iri sekali....
Nomeamesc,Tue Apr 01 13:45:32 +0000 2025,Sumpah ya karena #KaburAjaDulu gua jadi semangat banget belajar mandarin. Supaya bisa kabur dari indo. Udahh ga layak ditinggali lagi ini negara 
fruixty,Tue Apr 01 13:38:56 +0000 2025,Sudaht saatnya #KaburAjaDulu pak
nyanmeongsama,Tue Apr 01 13:38:43 +0000 2025,Semoga lancar dan bisa #KaburAjaDulu bareng keluarga y bwank.
braverybros,Tue Apr 01 13:33:42 +0000 2025,Berlomba lomba kontribusi untuk negara lain supaya bisa pindah paspor #KaburAjaDulu
Firstcoffee06,Tue Apr 01 13:32:17 +0000 2025,@AnalisaCrypto Kalo kaya kita bisa pilih mau dibawah pemerintahan siapa.... #kaburajadulu #gakusahbalik
Pebby_baby,Tue Apr 01 13:29:26 +0000 2025,Ayo kita BANTU BIANURA #KABURAJADULU dai Indonesia gelap ini. Kita selamatkan manusia berbakat yang sayangnya lahir dinegara yang sakit. #bianura
helloxxxxxyz,Tue Apr 01 13:27:01 +0000 2025,@tang__kira Masyaallah ini #KaburAjaDulu yang keren banget
kacaukicauku,Tue Apr 01 13:24:48 +0000 2025,@tang__kira Pak Sugianto plsss banget ajak anak istrinya pindah ke korsel #kaburajadulu
y0univerrrse,Tue Apr 01 13:21:46 +0000 2025,Wah udh selangkah lagi buat #KaburAjaDulu
sunjaejubbb,Tue Apr 01 13:18:22 +0000 2025,jangan ditolak pak langsung gas boyong anak istri #KaburAjaDulu
kpermata,Tue Apr 01 13:14:54 +0000 2025,@MikaelDewabrata Sudah sampai ke supir bluebird juga haha waktu naik BB supirnya blg mau nabung buat kaburajadulu
yginiygituu,Tue Apr 01 13:06:47 +0000 2025,@aku345 @marzuqi_mar @whodatitsfel Yg nyebabin passport indo lemah ya ini banyak yg kaburajadulu trs overstay wkwk
AgusPrakos96735,Tue Apr 01 13:02:04 +0000 2025,@AlamPintor @bebashambatann indo sedang tidak baik2 saja kenapa ga #KaburAjaDulu ke Amerika?
urcommonlover,Tue Apr 01 13:01:13 +0000 2025,vote bian guys selamatin dia dri negara ini #KaburAjaDulu
woonshushu,Tue Apr 01 12:51:32 +0000 2025,Kpn ya bs rasain gaji 2 digit jawabannya hrs resign ato kaburajadulu 
sayyidah_nisa,Tue Apr 01 12:43:20 +0000 2025,@herricahyadi Berarti semakin banyak yang migrasi ke eropa semakin baik juga ya wah sejalan dong sama wacana #KaburAjaDulu di sini 
LayerTenXBT,Tue Apr 01 12:22:20 +0000 2025,Lagi scrolling2 token di @monorail_xyz ... #kaburajadulu muncul deh sebagai memecoin di @monad_xyz testnet. https://t.co/64yMl9MGpE
gyndddb,Tue Apr 01 12:22:10 +0000 2025,Tiba² ditawarin kerja ke Jepang sama kakak sepupu gw nanti dibantu biaya belajar bahasanya katanya KaburAjaDulu ini mah?
nayangietokki,Tue Apr 01 12:17:24 +0000 2025,Makin yakin buat #Kaburajadulu tapi mulainya darimana?
jiaerthinker,Tue Apr 01 12:16:20 +0000 2025,Bian rank 10 mari vote beliau biar bian bisa #KaburAjaDulu
ninreadss,Tue Apr 01 12:13:51 +0000 2025,kalo ini happened di 2025 tanpa babibu pasti mimi lgsg ikut igu #KaburAjaDulu
Mb4k5an,Tue Apr 01 12:12:43 +0000 2025,@MN_aliakbar Pengen #KaburAjaDulu sama keluarga (suami&amp;anak²)
virza1,Tue Apr 01 12:00:39 +0000 2025,@Maudy_Apain @vincentazvian Justru itu bantuin negara dgn nyata gk nyedot APBN kek pemerintah ama dewan gk pake subsidi malahan nambah devisa pas kirim hasil kerja di sana buat keluarga #KaburAjaDulu
thegroovyteddy,Tue Apr 01 11:53:39 +0000 2025,Udah H-7 untuk #KaburAjaDulu tapi masih ovt soal calon yang nungguin di Indo. Ealah kalau kamu jodoh bakal ga lari kok.
RintSo,Tue Apr 01 11:52:37 +0000 2025,Info dr temen biaya hidup adelaide lebih murah drpd kota2 lainnya di australia #KaburAjaDulu
cadoize3,Tue Apr 01 11:50:26 +0000 2025,@kegblgnunfaedh #indonesiagelap #kaburajadulu cari kehidupan yang layak
saelsabila,Tue Apr 01 11:48:13 +0000 2025,Style udah mendukung ini buat kaburajadulu
aftersevx,Tue Apr 01 11:16:03 +0000 2025,@sugaryplumn kaburajadulu
patatjerames,Tue Apr 01 11:12:15 +0000 2025,enaknya #KaburAjaDulu itu ga ketemu lagi polusi suara
nielfnklr,Tue Apr 01 10:57:18 +0000 2025,Ayok teman teman kita bantu bian #kaburajadulu ️
Massugudesu2812,Tue Apr 01 10:53:41 +0000 2025,Kayaknya emang biar kita susah buat #KaburAjaDulu
Kyoyokyoyou,Tue Apr 01 10:49:08 +0000 2025,Makasih banyak #kaburajadulu akan kuingat tgl 1 april 2025 akan kuingat bgt
rintavailable,Tue Apr 01 10:47:06 +0000 2025,Good news!!! Buat yang mau #KaburAjaDulu ke Portugal jalur visa kerja. Pastikan akomodasi sudah disediakan oleh employer karena di sini susah cari rumah atau apartemen dengan harga yang masuk akal. UMR juga salah satu terendah dibanding negara EU lainnya.
pinkeubitcheu,Tue Apr 01 10:29:32 +0000 2025,Lo bisa sampe #kaburajadulu ke Thailand idup disitu bisa makan enak sama pacar lo pacar lo minta apa lo beliin pap makan enak jajan makeup mahal maksudnya apaan dah?
KetoprakJatim,Tue Apr 01 10:26:25 +0000 2025,Disuruh #Kaburajadulu disalty mulu. Kontol semua lu buzzer dan brainrot 02
ikongkow,Tue Apr 01 10:07:20 +0000 2025,Topik lebaran hari kedua; rencana kaburajadulu bersama para sepupu kondisi ASN yg makin memprihatinkan dan tidak adanya harapan di Indonesia
himm_00,Tue Apr 01 09:52:14 +0000 2025,Yak mari kita wujudkan bian kaburajadulu jalur survival show
aryaadot_,Tue Apr 01 09:47:02 +0000 2025,Wah Damar berhasil #kaburajadulu gaes
kozirama,Tue Apr 01 09:39:25 +0000 2025,@Pashatama Emang yg bener #kaburajadulu 
isixdro,Tue Apr 01 09:39:22 +0000 2025,just in case ini terjadi pd gua pd nanya gua ke mana gua udh dibawa thorns ke sevilla andalucia #kaburajadulu
t_yudehis,Tue Apr 01 07:29:04 +0000 2025,Jd kl kita bikin working visa mandiri trus somehow got rejection. Initial fee that already submitted wont be refunded. 42k gak balik. Jd gak usah gate keeping jg sebetulnya susah buat bisa #KaburAjaDulu
ratnaillahi,Tue Apr 01 07:24:07 +0000 2025,Di keluarga besar yg jelas udh di tahap tabungan buat kuliah anak2 di LN . Selangkah menuju #KaburAjaDulu .
MartaArdy,Tue Apr 01 07:17:27 +0000 2025,@tang__kira Mana yang hidupnya lebih bermanfaat positif bagi orang banyak ? Mulyono Mulyani Wowo Bahlil LBP ET BGS Zulhas Corbuzier Sugianto?? Sugianto #KaburAjaDulu Pahlawan devisa pahlawan keluarga pahlawan orang2 disekitarnya. https://t.co/9kKUq6jQmp
panggilajaombie,Tue Apr 01 07:17:14 +0000 2025,@dude_25Dean Syukur klu msh aman nnti klu gk aman jangan lupa #kaburajadulu 
vickyfarhan95,Tue Apr 01 07:13:03 +0000 2025,How to nya? Udah aku share biar gak bingung. Tapi perlu diinget aku akan hubungi temen² yg qualified aja buat lanjut ke initial call. Apa yg ditunggu? Cus kickstart perjalanan #KaburAjaDulu kalian dimari! Aku akan start interview paling cepet hari Kamis ini ya! #lokercot https://t.co/XECErmslL0
rreadresistance,Tue Apr 01 07:12:57 +0000 2025,ibuku juga nanyain soal #KaburAjaDulu tapi dia bilang .. ya sekacau apapun kondisi negara ini orang kayak mamah gak banyak uang mana bisa pergi ke luar negeri dan kabur aja dulu.
vickyfarhan95,Tue Apr 01 07:12:44 +0000 2025,Met hari raya Idulfitri guise Balik lagi dengan loker #KaburAjaDulu bareng Piki. Kali ini dari Jepang dengan client SaaS company Tanpa babibu cus kita pantengin aja thread #lokercot hari ini @hrdbacot @ecommurz @primawansatrio @ezash @myassirullah https://t.co/hBq0le2So7
aku345,Tue Apr 01 07:06:28 +0000 2025,@yginiygituu @marzuqi_mar @whodatitsfel Bebas Visanya buat liburan bukan buat #KaburAjaDulu 
DWILAKS78722248,Tue Apr 01 06:58:42 +0000 2025,MENARIK NIH . .... KENAPA JUSTERU SINGAPURA Yang Jadi PILIHAN OLeh INVESTOR Indonesia. Ternyata Para - Para Pengusaha Sudah Lebih Dulu KABUR. #KaburAjaDulu #sSehatIndonesiaku https://t.co/iLbWEagVdF
lillyp0pz,Tue Apr 01 06:56:50 +0000 2025,@MikaelDewabrata Asli bokap gue umur hampir 60 thn gak main twitter cuma buat youtube sama facebook aja udah tau istilah #KaburAjaDulu dan menyarankan gue untuk itu.
castlechae_,Tue Apr 01 06:41:05 +0000 2025,#KaburAjaDulu gk worth it tinggal di sokor sama aja kek konoha
eastsiles,Tue Apr 01 06:38:01 +0000 2025,@Blajde mau #KaburAjaDulu 7 hari.
montreuc,Tue Apr 01 06:24:44 +0000 2025,agenda #.KaburAjaDulu (ke thailand lagi) (cuma 3 hari) https://t.co/sE56d7PIKi
marzuqi_mar,Tue Apr 01 06:18:43 +0000 2025,@whodatitsfel Mau #KaburAjaDulu tetep harus mikir di negara mana paspor lemah warna ijo ini diterima
leony_be,Tue Apr 01 06:09:28 +0000 2025,@MikaelDewabrata Bonyok gua lah orang2 yg ngeramein kaburajadulu dikalangan non pengguna Twitter Buat masyarakat desa yg terbiasa liat tetangganya jd tki di LN gerakan kaburajadulu lebih mudah dipahami dan didukung krn relate sama kehidupan.
buletbuletkecil,Tue Apr 01 06:08:06 +0000 2025,@whodatitsfel Bukan paspornya tapi banyakan orang yg overstay. Mau #KaburAjaDulu (before it was cool) tapi ga mau do the work. Bayar agensi ternyata agesinya abal masuk negara orang pake visa turis buat kerja. Begitulah kira2 
penghancurbrio,Tue Apr 01 06:05:00 +0000 2025,@PNS_Ababil Ya mungkin biar susah kaburajadulu ke sana
em_er_zet,Tue Apr 01 05:51:47 +0000 2025,Best practice negara maju untuk #KaburAjaDulu
dodongc,Tue Apr 01 05:49:42 +0000 2025,Barusan check in di Embassy Hilton SF ada 2 petugas ngasi paspor ke resepsionis cewek yg berwajah Asia dianya senyum2 abis check in dia ngomong Bapak dari Jakarta ya sy juga dr Jakarta itu yg sebelah saya dr Bandung anak NHI sy dari Podomoro Uni.. hehe #KaburAjaDulu #Lebaran
sturlites,Tue Apr 01 05:41:58 +0000 2025,@dyoolyy @bamievr Akankah seharusnya kita kabur dari sini? #KaburAjaDulu 
twtbyraj,Tue Apr 01 05:30:10 +0000 2025,Om gw Oktober nanti udah mulai #KaburAjaDulu ke Jepang.
calonorkayyy,Tue Apr 01 05:29:31 +0000 2025,antara cari kerja di luar kota atau cari beasiswa s2 di luar negeri. #KaburAjaDulu soalnya kl dirumah biaya hidup emg gratis tp dibayarnya pake mental 
Badutzokes,Tue Apr 01 05:29:03 +0000 2025,@21_mozza Apa yg #KaburAjaDulu pada ke kamboja?
SI_Auo,Tue Apr 01 04:09:41 +0000 2025,@MikaelDewabrata Asli. Ini lagi di kampung pun obrolannya masalah Negoro demo kaburajadulu gelap dah.
skaa26_,Tue Apr 01 04:09:06 +0000 2025,@papanberjalan KaburAjaDulu ke Malaysia
domnut,Tue Apr 01 04:06:28 +0000 2025,@sjansene untung tetangga mudik semua jadi gw ga perlu #kaburajadulu
Rissazkia,Tue Apr 01 03:59:41 +0000 2025,Kalau lulusan keguruan F30 bisa #KaburAjaDulu gak sih?
raebitna,Tue Apr 01 03:53:26 +0000 2025,#KaburAjaDulu ala ex-member Gugudan
wonglicik062,Tue Apr 01 03:11:56 +0000 2025,@C_D3pp Ternyata berhasil ya #KaburAjaDulu
gentlewavesy,Tue Apr 01 03:10:22 +0000 2025,gaskan Pak Sugianto kalau beneran ditawarin #KaburAjaDulu
ediaraliar,Tue Apr 01 03:05:29 +0000 2025,@yawdalayaw @h0nh0ney @tang__kira Bro dia udah #kaburajadulu sejak 8 tahun lalu.. dalam arti positif dimana orang Indonesia terkenal homesick padahal dunia itu luas
noctumnal_,Tue Apr 01 03:04:36 +0000 2025,Abang sama istrinya kerja w kerja plus emang pengen #KaburAjaDulu entah itu s2 atau kerja adek yg cewe suaminya kerja plus kuliah di aussie adek w yg bungsu kerja. Kita bener2 survive pake kaki sendiri sampe gelinding terjungkal kena scam wkwkkw.
82gby,Tue Apr 01 02:58:01 +0000 2025,@catarcyst iyah aku mau #kaburajadulu
fair_n_just,Tue Apr 01 02:53:00 +0000 2025,@agharyakashva @ssnn11nnss @tang__kira Orang baik gak akan jd pejabat kak. Pasti modus! Udah pejabat modus rakyatnya rerata 78 doyan bansos pulak... Hopeless. Orang baik pd #kaburajadulu kayak Sugianto ini.
dudi_r0303,Tue Apr 01 02:49:08 +0000 2025,@tang__kira #KaburAjaDulu warga indo saya yakin pada baik2 bekerja di negri orang.
imbibotilunae,Tue Apr 01 02:43:42 +0000 2025,@nubireto Thank youuu ju!! Akhirnya aku diadopt tante juga # kaburajadulu # di gunung
waifyousimp,Tue Apr 01 02:22:57 +0000 2025,@zetsupth cita citaku udah bukan kaburajadulu tp jd sapi 
neloOav,Tue Apr 01 02:18:36 +0000 2025,Pengen #KaburAjaDulu deh ga kuat gua sama sistem indonesia
pfink,Tue Apr 01 02:16:35 +0000 2025,kemaren banyak ngobrol sm sepupu2 yg br pulang lebaran ini trs pas ditanya nanti magangnya gmn gw jawabnya udah huft........ ga semangat...... krn gw jg pengen sukses kaburajadulu magang di luar sampe jadi permanent residence pas udh lulus TAPI!!! MANA BISA SKRG!!!!!!! 
